step,train_loss
171,5.736979
172,5.6906867
173,5.6669855
174,5.6208296
175,5.665976
176,5.6039596
177,5.665226
178,5.575191
179,5.5717649
180,5.5708895
181,5.5989027
182,5.6073422
183,5.5833097
184,5.6389613
185,5.7035136
186,5.7086
187,5.7514009
188,5.7098985
189,5.6490083
190,5.6946568
191,5.6916356
192,5.6563611
193,5.6151171
194,5.6138859
195,5.5547314
196,5.6144786
197,5.6335688
198,5.5323176
199,5.552824
200,5.5857062
201,5.5639338
202,5.5418296
203,5.5049734
204,5.6193972
205,5.5262976
206,5.5416007
207,5.498991
208,5.442904
209,5.4354939
210,5.4853239
211,5.4803123
212,5.5349922
213,5.4727449
214,5.4435401
215,5.4175363
216,5.4183292
217,5.4142776
218,5.3860192
219,5.3639569
220,5.3084192
221,5.3437805
222,5.290834
223,5.2812653
224,5.3094697
225,5.2489119
226,5.2995424
227,5.2790504
228,5.2500291
229,5.2451172
230,5.2821145
231,5.3492761
232,5.4443283
233,5.4356189
234,5.4487762
235,5.4005241
236,5.4201717
237,5.4135284
238,5.3991346
239,5.357501
240,5.4070883
241,5.374043
242,5.3797188
243,5.3117495
244,5.2795672
245,5.29564
246,5.3438835
247,5.3268929
248,5.2390814
249,5.2935634
250,5.3083143
251,5.2748027
252,5.280757
253,5.253396
254,5.2219186
255,5.1768584
256,5.185183
257,5.1784782
258,5.1770554
259,5.1397586
260,5.181479
261,5.1426935
262,5.1490951
263,5.098907
264,5.1671066
265,5.1490307
266,5.0870705
267,5.1232338
268,5.1313109
269,5.0679827
270,5.0468888
271,5.0227413
272,5.0651269
273,5.0098877
274,5.0427918
275,5.0948353
276,5.1164513
277,5.1211023
278,5.1545238
279,5.2113309
280,5.16677
281,5.1400871
282,5.2354841
283,5.1626973
284,5.1353264
285,5.1833982
286,5.1319251
287,5.1374946
288,5.0632801
289,5.1101942
290,5.089715
291,5.0311241
292,5.118
293,5.0712419
294,5.0779614
295,5.0652876
296,5.02915
297,5.0717192
298,5.0156708
299,5.0026546
300,5.0769401
301,4.9678812
302,4.9965277
303,4.9839854
304,4.9546862
305,4.9201422
306,4.9223499
307,4.9220343
308,4.9549084
309,4.8631835
310,4.9187651
311,4.8537002
312,4.8430734
313,4.8362255
314,4.8421516
315,4.8494768
316,4.8701086
317,4.8567529
318,4.8007803
319,4.8591404
320,4.7626605
321,4.8083248
322,4.8525529
323,4.9340377
324,4.9934311
325,5.0529714
326,5.0405397
327,4.9778519
328,4.9655728
329,4.9787107
330,4.9855728
331,4.960711
332,4.9641538
333,4.9908485
334,4.9198961
335,4.8793874
336,4.9153776
337,4.92659
338,4.9712224
339,4.8753748
340,4.8922591
341,4.9152527
342,4.9065695
343,4.8140969
344,4.8266034
345,4.8466482
346,4.7829399
347,4.8030524
348,4.7829328
349,4.8268085
350,4.767704
351,4.7603683
352,4.7355385
353,4.7809148
354,4.780282
355,4.7495518
356,4.7542143
357,4.7066631
358,4.7114239
359,4.6920462
360,4.6970606
361,4.7160535
362,4.708931
363,4.6344666
364,4.6174073
365,4.6486483
366,4.7446408
367,4.6135054
368,4.6349816
369,4.6775608
370,4.8173366
371,4.8020678
372,4.8171091
373,4.7393017
374,4.8179908
375,4.8280659
376,4.8664999
377,4.8281069
378,4.7560844
379,4.7622895
380,4.7893896
381,4.7326803
382,4.7644472
383,4.7365532
384,4.7820606
385,4.9059458
386,4.7091026
387,4.7895036
388,4.701263
389,4.7254462
390,4.6747656
391,4.668818
392,4.6801548
393,4.6030512
394,4.6005807
395,4.6527534
396,4.6233726
397,4.6096492
398,4.6221991
399,4.5952463
400,4.6416488
401,4.6044502
402,4.6074085
403,4.543036
404,4.5500464
405,4.5037155
406,4.5078826
407,4.4878058
408,4.5270405
409,4.5301108
410,4.5396833
411,4.576489
412,4.47399
413,4.5768423
414,4.5493417
415,4.6620893
416,4.7550945
417,4.7472916
418,4.7042899
419,4.6793184
420,4.7228761
421,4.6243801
422,4.7261081
423,4.657352
424,4.611865
425,4.6382117
426,4.6610799
427,4.6296124
428,4.7333798
429,4.6268768
430,4.6051178
431,4.6035652
432,4.6945572
433,4.5750623
434,4.6113997
435,4.5813522
436,4.7021661
437,4.5705848
438,4.5974822
439,4.4601879
440,4.5139256
441,4.4932938
442,4.5151424
443,4.5856352
444,4.5380087
445,4.5167789
446,4.5195804
447,4.5233779
448,4.4811511
449,4.503819
450,4.4756637
451,4.3734155
452,4.4400959
453,4.4711962
454,4.4045162
455,4.4723272
456,4.4027014
457,4.3922997
458,4.4101429
459,4.3800116
460,4.3675971
461,4.359726
462,4.4674039
463,4.5581346
464,4.5630012
465,4.6535735
466,4.523458
467,4.5427008
468,4.5222144
469,4.5190673
470,4.5146437
471,4.5553937
472,4.5306816
473,4.570828
474,4.5119367
475,4.5011601
476,4.5362048
477,4.5434713
478,4.5123029
479,4.5067492
480,4.4856238
481,4.5295553
482,4.4998713
483,4.519228
484,4.4556251
485,4.4521041
486,4.4826055
487,4.3876734
488,4.404829
489,4.4439373
490,4.3939981
491,4.424346
492,4.3857203
493,4.4147635
494,4.3750954
495,4.3932438
496,4.3716378
497,4.3055677
498,4.2672696
499,4.3808479
500,4.3387794
501,4.2957792
502,4.3024831
503,4.3614264
504,4.2683702
505,4.3814998
506,4.2314658
507,4.2846251
508,4.3525267
509,4.4785366
510,4.4799924
511,4.4535618
512,4.5971041
513,4.4496236
514,4.448647
515,4.4921317
516,4.5143013
517,4.45188
518,4.5437288
519,4.4635143
520,4.4090972
521,4.4127736
522,4.4043713
523,4.3997021
524,4.3919997
525,4.4058743
526,4.3688974
527,4.4108973
528,4.3677578
529,4.3726435
530,4.3522673
531,4.3668761
532,4.3294926
533,4.344141
534,4.3143005
535,4.4045248
536,4.3090611
537,4.2898192
538,4.327076
539,4.2470737
540,4.288415
541,4.3159599
542,4.2849474
543,4.290607
544,4.192071
545,4.1835265
546,4.1866393
547,4.2499757
548,4.2106247
549,4.2971005
550,4.1837158
551,4.117218
552,4.2646179
553,4.2435579
554,4.2365775
555,4.2380047
556,4.3809133
557,4.3344545
558,4.2783308
559,4.3233123
560,4.3228517
561,4.3040447
562,4.3390112
563,4.3509369
564,4.3375263
565,4.3027039
566,4.2844386
567,4.2926903
568,4.2858534
569,4.2790747
570,4.2676883
571,4.2912755
572,4.2753587
573,4.2829781
574,4.2906666
575,4.2754288
576,4.2664495
577,4.2567959
578,4.2241144
579,4.2500644
580,4.1323552
581,4.16188
582,4.203711
583,4.2143116
584,4.2100124
585,4.2532349
586,4.1883926
587,4.1819487
588,4.2206306
589,4.2225456
590,4.0789618
591,4.1167192
592,4.1104565
593,4.1358938
594,4.0653248
595,4.0814476
596,4.133872
597,4.1070204
598,4.151505
599,4.1090474
600,4.1114707
601,4.20158
602,4.2263865
603,4.250381
604,4.2141671
605,4.2187991
606,4.2398477
607,4.1989117
608,4.2056313
609,4.2705812
610,4.2147512
611,4.1883078
612,4.2238054
613,4.2359786
614,4.2133489
615,4.2267289
616,4.1750889
617,4.2070503
618,4.2246866
619,4.1664128
620,4.1767688
621,4.1666284
622,4.1743236
623,4.1373863
624,4.2115335
625,4.0896749
626,4.159255
627,4.1045771
628,4.1393189
629,4.1600404
630,4.1267781
631,4.163713
632,4.177454
633,4.1255774
634,4.1352787
635,4.3300147
636,4.0718904
637,4.0777774
638,4.011373
639,4.0789728
640,4.0729361
641,4.0451946
642,4.0577765
643,4.0354919
644,4.028286
645,4.0881391
646,4.0831509
647,4.0380926
648,4.1793675
649,4.1729941
650,4.2767363
651,4.1535687
652,4.1165419
653,4.1918173
654,4.1423721
655,4.1278296
656,4.1007137
657,4.1820035
658,4.1472383
659,4.1675944
660,4.109818
661,4.1202927
662,4.0840964
663,4.056035
664,4.0914164
665,4.0879741
666,4.0796514
667,4.0547752
668,4.0587306
669,4.1148796
670,4.1300559
671,4.0917931
672,4.0468397
673,4.0333614
674,4.0622373
675,4.099514
676,4.073225
677,4.0461745
678,4.0683436
679,4.0180731
680,4.0509276
681,4.0388207
682,4.0119562
683,3.9301658
684,3.9329844
685,3.9644861
686,3.9571283
687,3.9672675
688,4.036231
689,3.945497
690,4.0191855
691,3.9526553
692,4.1746092
693,3.9800708
694,4.1179323
695,4.1201119
696,4.0804305
697,4.1006289
698,4.076251
699,4.0746651
700,4.0182867
701,4.1041193
702,4.0865331
703,4.0339527
704,4.0788574
705,4.0838513
706,4.1219168
707,4.1275659
708,4.0754981
709,4.0925126
710,4.0179853
711,4.0676975
712,4.0013881
713,4.1199141
714,4.0816922
715,4.0442619
716,4.1020365
717,4.0506268
718,4.0660934
719,3.9811463
720,4.0417485
721,4.0138898
722,4.0280147
723,4.0001564
724,4.0800776
725,3.9818249
726,3.9749
727,3.970391
728,3.9390264
729,4.0034933
730,3.9177895
731,3.9239855
732,3.911773
733,3.8732805
734,3.9117801
735,3.8978021
736,3.9138978
737,3.8887951
738,3.9085522
739,3.9085393
740,3.8939314
741,3.9457836
742,4.0473142
743,4.0034003
744,4.0465469
745,4.067687
746,4.0527968
747,4.0481687
748,4.0439901
749,4.0952163
750,4.0111847
751,4.0700717
752,4.0445929
753,4.0306501
754,4.0509424
755,3.9690938
756,4.0078778
757,4.0595746
758,3.9918475
759,4.0667515
760,4.0047545
761,4.0165143
762,3.9943604
763,4.0248528
764,4.0078549
765,3.9846692
766,3.9521182
767,3.9987125
768,3.9360046
769,3.9521496
770,3.9887891
771,3.9701452
772,3.962589
773,3.939873
774,3.9041018
775,3.8780849
776,3.8852625
777,3.8723543
778,3.9814181
779,3.8336062
780,3.8498316
781,3.8423336
782,3.8654704
783,3.9015803
784,3.8938065
785,3.9091399
786,3.8849199
787,3.9642081
788,4.0263381
789,3.9736958
790,4.0037174
791,3.9879282
792,3.9598732
793,4.0478497
794,3.9813919
795,3.9724586
796,3.9845469
797,4.0074482
798,3.9511266
799,3.9854021
800,4.0493493
801,3.9851418
802,3.9828191
803,3.9842427
804,3.9755206
805,3.9708929
806,3.9809825
807,3.9504287
808,3.8956251
809,3.937269
810,3.9088035
811,3.9366074
812,3.9291968
813,3.9087074
814,3.8987336
815,3.9249544
816,3.9312069
817,3.8700662
818,3.8771319
819,3.9396563
820,3.942827
821,3.8053513
822,3.8270307
823,3.8067827
824,3.8227177
825,3.7894857
826,3.7744589
827,3.8133996
828,3.8512273
829,3.7898221
830,3.7962744
831,3.8426943
832,3.9072676
833,3.9478729
834,3.9545956
835,3.9577873
836,3.9179611
837,3.9520555
838,3.9311948
839,4.0110874
840,3.9613414
841,4.0291772
842,3.9527147
843,3.9208057
844,3.9173124
845,3.9831688
846,3.9623404
847,3.9403007
848,3.9072752
849,3.9756174
850,3.9774828
851,3.9007668
852,3.9386303
853,3.9378507
854,3.968595
855,3.9168332
856,3.911515
857,3.8746259
858,3.8778441
859,3.8955815
860,3.9048777
861,3.8222079
862,3.858387
863,3.8112936
864,3.8629997
865,3.8157866
866,3.7816143
867,3.8057616
868,3.7645769
869,3.7382283
870,3.7890947
871,3.7335982
872,3.7045128
873,3.7400701
874,3.808991
875,3.8448172
876,3.8395147
877,3.7785316
878,3.8651755
879,3.9371078
880,4.0184064
881,3.9628992
882,3.9044304
883,3.8908052
884,3.871551
885,3.9349191
886,3.9212227
887,3.8963218
888,3.9081924
889,3.9349794
890,3.886179
891,3.916899
892,3.883564
893,3.8977318
894,3.9051969
895,3.8790245
896,3.8932385
897,3.8480506
898,3.865901
899,3.8721921
900,3.8532457
901,3.7914224
902,3.8779087
903,3.8412104
904,3.8417571
905,3.8457811
906,3.8663726
907,3.8804197
908,3.8059902
909,3.8514051
910,3.7784104
911,3.847141
912,3.715574
913,3.7639987
914,3.7654023
915,3.7331924
916,3.7552314
917,3.6659362
918,3.7167652
919,3.7695742
920,3.7952442
921,3.7905526
922,3.7855816
923,3.7454495
924,3.8751667
925,3.9342341
926,3.8736908
927,3.8329668
928,3.9262307
929,3.8783221
930,3.8952994
931,3.8856328
932,3.9461052
933,3.9403412
934,3.8655632
935,3.9014773
936,3.888906
937,3.8634233
938,3.8761716
939,3.9157212
940,3.8948262
941,3.8975224
942,3.8824615
943,3.856225
944,3.8663497
945,3.8822556
946,3.8708956
947,3.8536329
948,3.8666329
949,3.8052707
950,3.7991667
951,3.8410006
952,3.7818131
953,3.7799618
954,3.728781
955,3.7726643
956,3.8129046
957,3.7694676
958,3.7341452
959,3.6918402
960,3.6541998
961,3.7232544
962,3.7455115
963,3.6967568
964,3.7419415
965,3.7645755
966,3.7568464
967,3.7646723
968,3.7685628
969,3.7420676
970,3.828048
971,3.8665428
972,3.8391318
973,3.8583627
974,3.8553815
975,3.8952277
976,3.8381612
977,3.8549557
978,3.8189182
979,3.7931058
980,3.8329425
981,3.8190084
982,3.8400996
983,3.8145142
984,3.8809388
985,3.779192
986,3.8488498
987,3.8059049
988,3.8508906
989,3.7931581
990,3.7476802
991,3.7989678
992,3.8399489
993,3.7344975
994,3.8154049
995,3.8052285
996,3.7421367
997,3.7821035
998,3.7728064
999,3.8120089
1000,3.7752886
1001,3.7880974
1002,3.7944033
1003,3.7315392
1004,3.6859953
1005,3.6404209
1006,3.6661668
1007,3.6875753
1008,3.7418551
1009,3.6249256
1010,3.7651358
1011,3.7128041
1012,3.6967866
1013,3.6945567
1014,3.7044215
1015,3.7336931
1016,3.873327
1017,3.8785329
1018,3.7967403
1019,3.8752584
1020,3.8353386
1021,3.8534951
1022,3.8070691
1023,3.8614767
1024,3.8207626
1025,3.8471591
1026,3.8395948
1027,3.8268404
1028,3.7920654
1029,3.7959418
1030,3.8208232
1031,3.851923
1032,3.8216763
1033,3.8607097
1034,3.7891538
1035,3.7958646
1036,3.7991681
1037,3.8160021
1038,3.7606745
1039,3.7136428
1040,3.7265146
1041,3.7588181
1042,3.7409258
1043,3.7909102
1044,3.6834047
1045,3.696053
1046,3.7592947
1047,3.7280135
1048,3.7397697
1049,3.6936066
1050,3.6511636
1051,3.7025292
1052,3.6926842
1053,3.7662857
1054,3.6598518
1055,3.6843636
1056,3.6949492
1057,3.6413476
1058,3.8261452
1059,3.6671424
1060,3.6689792
1061,3.7950325
1062,3.887677
1063,3.8597596
1064,3.8091257
1065,3.7975063
1066,3.7665098
1067,3.8599749
1068,3.8052359
1069,3.8231747
1070,3.8291574
1071,3.8059471
1072,3.801554
1073,3.7569292
1074,3.8070889
1075,3.8055654
1076,3.7995613
1077,3.788377
1078,3.7718747
1079,3.777597
1080,3.800231
1081,3.7742434
1082,3.7960377
1083,3.8209715
1084,3.8041658
1085,3.7364874
1086,3.8562808
1087,3.7533484
1088,3.7501171
1089,3.7686536
1090,3.7142291
1091,3.6891952
1092,3.7366803
1093,3.7447901
1094,3.6585274
1095,3.6531565
1096,3.5779884
1097,3.6858671
1098,3.6466208
1099,3.632318
1100,3.5786676
1101,3.5924058
1102,3.6396801
1103,3.6922932
1104,3.7260516
1105,3.6533659
1106,3.6846778
1107,3.6923749
1108,3.8045881
1109,3.7894897
1110,3.7343853
1111,3.7872953
1112,3.7520134
1113,3.7195911
1114,3.6970854
1115,3.7124679
1116,3.6944418
1117,3.7607908
1118,3.783035
1119,3.7636044
1120,3.7971787
1121,3.7824457
1122,3.7862806
1123,3.7696743
1124,3.7571518
1125,3.7296433
1126,3.7654221
1127,3.7537038
1128,3.7012095
1129,3.7941706
1130,3.7631559
1131,3.7443857
1132,3.7187181
1133,3.7206445
1134,3.7268178
1135,3.7207506
1136,3.7582209
1137,3.738133
1138,3.7323153
1139,3.7136788
1140,3.7181733
1141,3.7100167
1142,3.5874946
1143,3.5854177
1144,3.6139569
1145,3.5911059
1146,3.5917265
1147,3.6679068
1148,3.5586448
1149,3.627552
1150,3.6592913
1151,3.6270576
1152,3.624114
1153,3.6724226
1154,3.6995409
1155,3.7320905
1156,3.7374296
1157,3.7423913
1158,3.7118556
1159,3.7744977
1160,3.7276335
1161,3.6917677
1162,3.7316504
1163,3.7370625
1164,3.7280684
1165,3.7871456
1166,3.7477202
1167,3.7162011
1168,3.7208269
1169,3.7344844
1170,3.683377
1171,3.7375603
1172,3.7367237
1173,3.7049727
1174,3.7036102
1175,3.7123568
1176,3.707715
1177,3.7142901
1178,3.6935678
1179,3.6589572
1180,3.7199779
1181,3.7212667
1182,3.6738987
1183,3.6177921
1184,3.6535332
1185,3.6340632
1186,3.7098565
1187,3.6315842
1188,3.6340063
1189,3.5655591
1190,3.6021407
1191,3.5895092
1192,3.6103654
1193,3.5840807
1194,3.6168108
1195,3.6193035
1196,3.5943594
1197,3.6117122
1198,3.6448298
1199,3.6117992
1200,3.5937264
1201,3.6768842
1202,3.6966796
1203,3.7334676
1204,3.7412045
1205,3.6755369
1206,3.7131176
1207,3.7058897
1208,3.7848198
1209,3.7084546
1210,3.7055941
1211,3.7564013
1212,3.709841
1213,3.7236891
1214,3.7261403
1215,3.6991878
1216,3.7062187
1217,3.7368448
1218,3.6694233
1219,3.7102911
1220,3.6875186
1221,3.5818927
1222,3.7205985
1223,3.6541846
1224,3.6512132
1225,3.6550689
1226,3.6216648
1227,3.6631889
1228,3.6555686
1229,3.6529427
1230,3.6407549
1231,3.6651337
1232,3.6205924
1233,3.5996976
1234,3.6403475
1235,3.6331987
1236,3.6309829
1237,3.5240514
1238,3.5936401
1239,3.5650365
1240,3.5674367
1241,3.5828843
1242,3.6192563
1243,3.6213238
1244,3.5880625
1245,3.5745988
1246,3.6225028
1247,3.5966768
1248,3.591368
1249,3.6701062
1250,3.6606798
1251,3.7139354
1252,3.6846414
1253,3.6870258
1254,3.7204468
1255,3.6816888
1256,3.7264974
1257,3.6633623
1258,3.7057159
1259,3.6848617
1260,3.7147863
1261,3.671232
1262,3.7041059
1263,3.6819286
1264,3.6552019
1265,3.684895
1266,3.6443717
1267,3.6793356
1268,3.6759453
1269,3.6825688
1270,3.6104393
1271,3.6841795
1272,3.6336665
1273,3.6101611
1274,3.5999722
1275,3.6379364
1276,3.654449
1277,3.6219945
1278,3.594038
1279,3.6332052
1280,3.6811693
1281,3.6063163
1282,3.5986123
1283,3.6151597
1284,3.6504116
1285,3.5756583
1286,3.5465667
1287,3.529094
1288,3.5494456
1289,3.5248706
1290,3.5675094
1291,3.5835187
1292,3.5209947
1293,3.5589466
1294,3.5779638
1295,3.5856245
1296,3.6263514
1297,3.6601171
1298,3.7186368
1299,3.7281184
1300,3.7249665
1301,3.6717589
1302,3.6419234
1303,3.7130957
1304,3.6708865
1305,3.7402825
1306,3.7233753
1307,3.6462255
1308,3.6553638
1309,3.683192
1310,3.6549461
1311,3.6266267
1312,3.6416912
1313,3.6836045
1314,3.6481175
1315,3.6636071
1316,3.6643662
1317,3.6360354
1318,3.6240506
1319,3.6424391
1320,3.5954905
1321,3.6413085
1322,3.618793
1323,3.5900953
1324,3.6227288
1325,3.593147
1326,3.573123
1327,3.5597978
1328,3.6257446
1329,3.5493999
1330,3.5942981
1331,3.5090961
1332,3.6121175
1333,3.5067434
1334,3.5896921
1335,3.578331
1336,3.5728722
1337,3.5539958
1338,3.597456
1339,3.5944638
1340,3.5707388
1341,3.5556448
1342,3.7167799
1343,3.6636105
1344,3.664036
1345,3.6755586
1346,3.6234097
1347,3.6434934
1348,3.634239
1349,3.6792455
1350,3.6546605
1351,3.6560805
1352,3.6782348
1353,3.6854434
1354,3.6382198
1355,3.6887324
1356,3.6374733
1357,3.6338177
1358,3.7250178
1359,3.6362109
1360,3.7325382
1361,3.6541512
1362,3.6524229
1363,3.6758325
1364,3.6651747
1365,3.6216824
1366,3.6181703
1367,3.5977185
1368,3.5818672
1369,3.6076632
1370,3.5757775
1371,3.5785003
1372,3.5806181
1373,3.5829339
1374,3.5960457
1375,3.639961
1376,3.580883
1377,3.6026623
1378,3.5573366
1379,3.60777
1380,3.501152
1381,3.5872579
1382,3.546982
1383,3.5810208
1384,3.5141931
1385,3.5028255
1386,3.5398741
1387,3.5475788
1388,3.573199
1389,3.5288441
1390,3.6744609
1391,3.5983338
1392,3.6696358
1393,3.6489413
1394,3.7159173
1395,3.7340126
1396,3.6764746
1397,3.6802387
1398,3.6163759
1399,3.5913026
1400,3.5872929
1401,3.6373439
1402,3.6647203
1403,3.6101418
1404,3.6419978
1405,3.6765389
1406,3.614913
1407,3.5768135
1408,3.6256068
1409,3.60673
1410,3.6332207
1411,3.6145329
1412,3.6544218
1413,3.5697041
1414,3.5738912
1415,3.5920413
1416,3.5747478
1417,3.5296774
1418,3.5507665
1419,3.5706847
1420,3.5449159
1421,3.5695229
1422,3.5056922
1423,3.5660522
1424,3.5433373
1425,3.5696781
1426,3.5705614
1427,3.5177622
1428,3.510181
1429,3.5963833
1430,3.5494978
1431,3.5307536
1432,3.5665603
1433,3.5196769
1434,3.5005698
1435,3.4981966
1436,3.6356146
1437,3.6667359
1438,3.661525
1439,3.5964842
1440,3.6082404
1441,3.6442964
1442,3.6061835
1443,3.6457114
1444,3.6167991
1445,3.6586924
1446,3.6300993
1447,3.6599319
1448,3.6229124
1449,3.6583433
1450,3.6184292
1451,3.6661315
1452,3.6289594
1453,3.6501961
1454,3.6000016
1455,3.6489587
1456,3.5892453
1457,3.6292872
1458,3.6644492
1459,3.6377039
1460,3.5552139
1461,3.6142535
1462,3.5762687
1463,3.5784924
1464,3.638834
1465,3.5556943
1466,3.5721245
1467,3.6011741
1468,3.5726566
1469,3.5472655
1470,3.5245824
1471,3.4407136
1472,3.5335135
1473,3.5353272
1474,3.4917247
1475,3.5271304
1476,3.6406794
1477,3.5470479
1478,3.5676866
1479,3.5078373
1480,3.5001144
1481,3.5777106
1482,3.5160661
1483,3.6206846
1484,3.6258008
1485,3.6303887
1486,3.667944
1487,3.6102066
1488,3.607276
1489,3.6335392
1490,3.6546679
1491,3.6215987
1492,3.5594695
1493,3.5919075
1494,3.6290672
1495,3.6917222
1496,3.6351781
1497,3.6548285
1498,3.6059947
1499,3.6230309
1500,3.5963836
1501,3.6038508
1502,3.6086955
1503,3.624656
1504,3.567003
1505,3.5857968
1506,3.5469651
1507,3.5545855
1508,3.5698719
1509,3.5562482
1510,3.5293589
1511,3.546736
1512,3.5709574
1513,3.5568857
1514,3.5196717
1515,3.5503473
1516,3.4855924
1517,3.5923824
1518,3.4735603
1519,3.4802763
1520,3.477716
1521,3.5696399
1522,3.5128522
1523,3.4711499
1524,3.5218837
1525,3.5354528
1526,3.4974098
1527,3.4899814
1528,3.5330157
1529,3.6505444
1530,3.6115026
1531,3.6831417
1532,3.5970917
1533,3.6272697
1534,3.6034112
1535,3.6513762
1536,3.599201
1537,3.5716193
1538,3.5849617
1539,3.626718
1540,3.6620021
1541,3.6314626
1542,3.6164165
1543,3.5786612
1544,3.6146414
1545,3.6271279
1546,3.6039953
1547,3.5755064
1548,3.5788491
1549,3.6339443
1550,3.586292
1551,3.5506372
1552,3.5383561
1553,3.5597277
1554,3.5259292
1555,3.537056
1556,3.4876842
1557,3.5313485
1558,3.5215011
1559,3.5784993
1560,3.4865894
1561,3.5231917
1562,3.5632803
1563,3.5414762
1564,3.4273138
1565,3.4622097
1566,3.5095735
1567,3.4817042
1568,3.5049775
1569,3.4836743
1570,3.4726999
1571,3.553215
1572,3.5399027
1573,3.4973016
1574,3.5081408
1575,3.5288367
1576,3.6246421
1577,3.5833669
1578,3.5416803
1579,3.6873107
1580,3.5819268
1581,3.6458335
1582,3.569613
1583,3.5940454
1584,3.5679386
1585,3.6242266
1586,3.6221576
1587,3.6190405
1588,3.5894537
1589,3.5954399
1590,3.6052434
1591,3.6037574
1592,3.5742273
1593,3.5712907
1594,3.6089139
1595,3.6039605
1596,3.5683618
1597,3.5430119
1598,3.5574851
1599,3.5722666
1600,3.5944705
1601,3.4992743
1602,3.53739
1603,3.4997103
1604,3.5230045
1605,3.6206033
1606,3.5420437
1607,3.5210736
1608,3.4705408
1609,3.5472779
1610,3.4583118
1611,3.4715614
1612,3.4425035
1613,3.4987724
1614,3.55036
1615,3.4766762
1616,3.4558568
1617,3.4742208
1618,3.4315045
1619,3.5250561
1620,3.4201286
1621,3.5124433
1622,3.6176987
1623,3.6271541
1624,3.6381929
1625,3.714278
1626,3.5875301
1627,3.6221995
1628,3.6231289
1629,3.6103256
1630,3.5638993
1631,3.5211165
1632,3.6718833
1633,3.5830412
1634,3.5390589
1635,3.5677133
1636,3.5500515
1637,3.5603225
1638,3.573596
1639,3.6005232
1640,3.5000243
1641,3.5357866
1642,3.5278158
1643,3.5202413
1644,3.5464375
1645,3.5389948
1646,3.5258548
1647,3.5225544
1648,3.4233842
1649,3.537545
1650,3.5366585
1651,3.5032506
1652,3.4927914
1653,3.4998131
1654,3.543793
1655,3.5847654
1656,3.5456796
1657,3.4941702
1658,3.5128231
1659,3.410428
1660,3.4566886
1661,3.5335436
1662,3.4850526
1663,3.5205243
1664,3.5020442
1665,3.4653487
1666,3.5210161
1667,3.5076656
1668,3.4416702
1669,3.5384316
1670,3.6418912
1671,3.5554814
1672,3.5891092
1673,3.6340015
1674,3.604995
1675,3.5726454
1676,3.629559
1677,3.598043
1678,3.5359073
1679,3.5237312
1680,3.5310211
1681,3.5938289
1682,3.6089218
1683,3.5710354
